POP,MLID,REP,TRT,TAGID,ID,LeafArea,Length,Branched,Single,Capitate,Peltate,BHeight,BLeaf,Imaged,Height,TotalLeafCount,LeafDamage,PerDamage,Alive,Flower #,Pod #,Biomass,Survival
3,28,1,2000,3.28.1.5,2075,,,,,,,,,,8.4,5,5,1,n,1,0,0,0
3,31,1,2000,3.31.1.5,2078,,,,,,,,,,6,7,7,1,n,0,0,0,0
3,32,1,2000,3.32.1.5,2079,,,,,,,,,,6,10,10,1,y,0,0,0,0
4,33,1,2000,4.33.1.5,2080,,,,,,,,,,6.8,4,3,0.75,y,0,0,0,0
4,34,1,2000,4.34.1.5,2081,,,,,,,,,,5.3,5,5,1,n,0,0,0,0
5,40,1,2000,5.40.1.5,2087,,,,,,,,,,8,7,3,0.42857143,n,0,0,0,0
8,59,1,2000,8.59.1.5,2106,,,,,,,,,,7,6,3,0.5,n,0,0,0,0
8,62,1,2000,8.62.1.5,2109,,,,,,,,,,5,5,5,1,y,0,0,0,0
8,63,1,2000,8.63.1.5,2110,,,,,,,,,,8,4,3,0.75,n,0,0,0,0
8,67,1,2000,8.67.1.5,2114,,,,,,,,,,6.5,7,5,0.71428571,n,0,0,0,0
8,74,1,2000,8.74.1.5,2121,,,,,,,,,,5.5,6,6,1,n,0,0,0,0
8,75,1,2000,8.75.1.5,2122,,,,,,,,,,5.5,6,6,1,n,0,0,0,0
8,77,1,2000,8.77.1.5,2124,,,,,,,,,,8,5,5,1,n,0,0,0,0
1,3,2,2000,1.3.2.5,2180,,,,,,,,,,9,5,5,1,n,0,0,0,0
2,5,2,2000,2.5.2.5,2182,,,,,,,,,,4.3,7,7,1,n,0,0,0,0
2,6,2,2000,2.6.2.5,2183,,,,,,,,,,4.2,5,3,0.6,n,0,0,0,0
3,7,2,2000,3.7.2.5,2184,,,,,,,,,,6.2,5,2,0.4,n,0,0,0.33,1
3,9,2,2000,3.9.2.5,2186,,,,,,,,,,6.8,4,4,1,n,0,0,0,0
3,15,2,2000,3.15.2.5,2192,,,,,,,,,,4.5,6,6,1,n,0,0,0,0
3,16,2,2000,3.16.2.5,2193,,,,,,,,,,10,6,3,0.5,n,0,0,0,0
3,18,2,2000,3.18.2.5,2195,,,,,,,,,,6,8,8,1,n,0,0,0,0
3,19,2,2000,3.19.2.5,2196,,,,,,,,,,6,5,5,1,n,0,0,0,0
3,28,2,2000,3.28.2.5,2205,,,,,,,,,,7,3,3,1,n,0,0,0,0
3,30,2,2000,3.30.2.5,2207,,,,,,,,,,5.7,3,3,1,n,0,0,0,0
3,32,2,2000,3.32.2.5,2209,,,,,,,,,,6.4,8,8,1,y,0,0,0,0
4,33,2,2000,4.33.2.5,2210,,,,,,,,,,7.8,2,2,1,n,0,0,0,0
4,36,2,2000,4.36.2.5,2213,,,,,,,,,,9.5,4,1,0.25,n,0,0,0,0
4,38,2,2000,4.38.2.5,2215,,,,,,,,,,10,4,4,1,n,0,0,0.25,1
8,57,2,2000,8.57.2.5,2234,,,,,,,,,,10.8,5,3,0.6,n,0,0,0.31,1
8,59,2,2000,8.59.2.5,2236,,,,,,,,,,5.5,7,7,1,n,0,0,0,0
8,61,2,2000,8.61.2.5,2238,,,,,,,,,,1,1,1,1,y,0,0,0,0
8,66,2,2000,8.66.2.5,2243,,,,,,,,,,9.5,4,3,0.75,n,0,0,0,0
8,72,2,2000,8.72.2.5,2249,,,,,,,,,,2.5,5,3,0.6,n,0,0,0,0
8,74,2,2000,8.74.2.5,2251,,,,,,,,,,8.2,5,2,0.4,n,0,0,0.96,1
8,77,2,2000,8.77.2.5,2254,,,,,,,,,,4,5,5,1,y,0,0,0,0
8,78,2,2000,8.78.2.5,2255,,,,,,,,,,6.5,6,6,1,n,0,0,0,0
8,79,2,2000,8.79.2.5,2256,,,,,,,,,,2.5,5,5,1,n,0,0,0,0
8,81,2,2000,8.81.2.5,2258,,,,,,,,,,6.5,4,4,1,n,0,0,0,0
8,82,2,2000,8.82.2.5,2259,,,,,,,,,,9,4,4,1,n,0,0,0,0
8,84,2,2000,8.84.2.5,2261,,,,,,,,,,8.3,5,2,0.4,n,0,0,0,0
2,5,3,2000,2.5.3.5,2312,,,,,,,,,,9,4,2,0.5,n,0,0,0,0
3,7,3,2000,3.7.3.5,2314,,,,,,,,,,7.2,5,3,0.6,n,0,0,0,0
3,9,3,2000,3.9.3.5,2316,,,,,,,,,,7,7,7,1,n,0,0,0,0
3,11,3,2000,3.11.3.5,2318,,,,,,,,,,8.5,7,7,1,n,0,0,0,0
3,15,3,2000,3.15.3.5,2322,,,,,,,,,,11.7,6,3,0.5,n,1,0,0,0
3,18,3,2000,3.18.3.5,2325,,,,,,,,,,8.1,3,3,1,n,1,0,0,0
3,19,3,2000,3.19.3.5,2326,,,,,,,,,,3.5,8,8,1,n,0,0,0,0
3,24,3,2000,3.24.3.5,2331,,,,,,,,,,7,5,5,1,n,0,0,0,0
3,26,3,2000,3.26.3.5,2333,,,,,,,,,,6.1,5,4,0.8,n,0,0,0,0
3,28,3,2000,3.28.3.5,2335,,,,,,,,,,7.8,5,5,1,n,0,0,0,0
3,32,3,2000,3.32.3.5,2339,,,,,,,,,,8.7,6,3,0.5,n,1,0,0.64,1
4,35,3,2000,4.35.3.5,2342,,,,,,,,,,5.7,5,5,1,n,0,0,0,0
4,36,3,2000,4.36.3.5,2343,,,,,,,,,,6.8,6,6,1,n,1,0,0,0
4,37,3,2000,4.37.3.5,2344,,,,,,,,,,11.4,5,1,0.2,n,0,0,1.56,1
4,38,3,2000,4.38.3.5,2345,,,,,,,,,,10.2,5,2,0.4,n,0,0,0,0
5,41,3,2000,5.41.3.5,2348,,,,,,,,,,7.1,5,5,1,n,0,0,0,0
8,58,3,2000,8.58.3.5,2365,,,,,,,,,,8.7,5,5,1,n,1,0,0,0
8,59,3,2000,8.59.3.5,2366,,,,,,,,,,4.5,5,5,1,y,0,0,0,0
8,60,3,2000,8.60.3.5,2367,,,,,,,,,,8.5,5,1,0.2,n,0,0,0,0
8,61,3,2000,8.61.3.5,2368,,,,,,,,,,6,4,4,1,n,0,0,0,0
8,65,3,2000,8.65.3.5,2372,,,,,,,,,,6.1,8,5,0.625,n,0,0,0,0
8,66,3,2000,8.66.3.5,2373,,,,,,,,,,8,2,2,1,n,0,0,0,0
8,68,3,2000,8.68.3.5,2375,,,,,,,,,,6.2,5,5,1,n,0,0,0,0
8,72,3,2000,8.72.3.5,2379,,,,,,,,,,7.5,6,5,0.83333333,n,0,0,0,0
8,73,3,2000,8.73.3.5,2380,,,,,,,,,,6,7,7,1,n,0,0,0,0
8,74,3,2000,8.74.3.5,2381,,,,,,,,,,7,5,4,0.8,n,0,0,0,0
8,76,3,2000,8.76.3.5,2383,,,,,,,,,,8,5,4,0.8,n,0,0,0,0
8,77,3,2000,8.77.3.5,2384,,,,,,,,,,8,5,5,1,n,0,0,0,0
8,78,3,2000,8.78.3.5,2385,,,,,,,,,,5.9,5,5,1,n,0,0,0,0
2,5,4,2000,2.5.4.5,2440,,,,,,,,,,8.5,7,7,1,n,0,0,0,0
2,6,4,2000,2.6.4.5,2441,,,,,,,4,7,,5.5,6,6,1,n,0,0,0,0
3,8,4,2000,3.8.4.5,2443,,,,,,,5,7,,6.7,4,4,1,n,0,0,0,0
3,9,4,2000,3.9.4.5,2444,,,,,,,6,6,,7.2,5,4,0.8,n,0,0,0,0
3,10,4,2000,3.10.4.5,2445,,,,,,,,,,7,5,5,1,n,0,0,0,0
3,12,4,2000,3.12.4.5,2447,,,,,,,,,,7,3,3,1,n,0,0,0,0
3,14,4,2000,3.14.4.5,2449,,,,,,,6,7,,7,5,2,0.4,n,0,0,0.25,1
3,20,4,2000,3.20.4.5,2455,,,,,,,6,6,,6.5,5,3,0.6,n,0,0,0,0
3,26,4,2000,3.26.4.5,2461,,,,,,,6,7,,6.6,5,5,1,n,0,0,0,0
3,29,4,2000,3.29.4.5,2464,,,,,,,7,7,,6.5,6,6,1,n,0,0,0,0
3,31,4,2000,3.31.4.5,2466,,,,,,,5,7,,5.9,7,7,1,n,0,0,0,0
3,32,4,2000,3.32.4.5,2467,,,,,,,7,6,,7,6,6,1,n,1,0,0,0
4,36,4,2000,4.36.4.5,2471,,,,,,,7,5,,7.1,4,4,1,n,1,0,0,0
4,37,4,2000,4.37.4.5,2472,,,,,,,,,,10.5,6,2,0.33333333,n,0,0,0,0
4,38,4,2000,4.38.4.5,2473,,,,,,,8,7,,8.3,4,4,1,n,0,0,0,0
5,42,4,2000,5.42.4.5,2477,,,,,,,,,,6.5,5,5,1,n,0,0,0,0
7,53,4,2000,7.53.4.5,2487,,,,,,,4,4,,2,4,4,1,y,0,0,0,0
8,58,4,2000,8.58.4.5,2491,,,,,,,8,7,,11,7,7,1,n,1,0,0.22,1
8,59,4,2000,8.59.4.5,2492,,,,,,,6,6,,5.3,3,3,1,n,0,0,0,0
8,62,4,2000,8.62.4.5,2495,,,,,,,5,7,,5.6,4,4,1,n,0,0,0,0
8,65,4,2000,8.65.4.5,2498,,,,,,,6.5,7,,4.8,3,3,1,n,0,0,0,0
8,70,4,2000,8.70.4.5,2503,,,,,,,4.5,2,,3,2,2,1,y,0,0,0,0
8,73,4,2000,8.73.4.5,2506,,,,,,,6,6,,6.9,5,5,1,n,0,0,0,0
8,74,4,2000,8.74.4.5,2507,,,,,,,6,7,,3,6,6,1,n,0,0,0,0
8,77,4,2000,8.77.4.5,2510,,,,,,,7,6,,5.4,6,6,1,n,0,0,0,0
8,80,4,2000,8.80.4.5,2513,,,,,,,6,7,,7.7,6,6,1,n,0,0,0,0
1,2,1,3000,1.2.1.6,2561,,,,,,,5,6,,5,6,6,1,n,0,0,0,0
3,7,1,3000,3.7.1.6,2566,,,,,,,5.5,8,,8,6,6,1,n,0,0,0,0
3,8,1,3000,3.8.1.6,2567,,,,,,,5,5,,5,7,7,1,y,0,0,0,0
3,9,1,3000,3.9.1.6,2568,,,,,,,2,4,,2.5,2,2,1,y,0,0,0,0
3,26,1,3000,3.26.1.6,2585,,,,,,,6.5,10,,5.5,5,5,1,y,0,0,0,0
3,29,1,3000,3.29.1.6,2588,,,,,,,6.5,7,,5.5,6,4,0.66666667,n,0,0,0,0
4,33,1,3000,4.33.1.6,2592,,,,,,,8,9,,7,6,6,1,n,0,0,0,0
4,35,1,3000,4.35.1.6,2594,,,,,,,9,7,,7,2,2,1,n,0,0,0,0
5,43,1,3000,5.43.1.6,2602,,,,,,,6,8,,4,6,6,1,n,0,0,0,0
8,57,1,3000,8.57.1.6,2616,,,,,,,9,6,,9.5,5,5,1,n,0,0,0,0
8,60,1,3000,8.60.1.6,2619,,,,,,,5,8,,5,5,5,1,y,0,0,0,0
8,66,1,3000,8.66.1.6,2625,,,,,,,7,7,,6.5,5,5,1,y,0,0,0,0
8,75,1,3000,8.75.1.6,2634,,,,,,,6,6,,5.7,4,4,1,n,0,0,0,0
8,78,1,3000,8.78.1.6,2637,,,,,,,7,7,,7,4,4,1,n,0,0,0,0
8,81,1,3000,8.81.1.6,2640,,,,,,,8,7,,10.5,6,6,1,n,0,0,0,0
8,82,1,3000,8.82.1.6,2641,,,,,,,8,6,,6.5,4,4,1,n,0,0,0,0
3,11,2,3000,3.11.2.6,2700,,,,,,,4,7,,3.5,5,5,1,n,0,0,0,0
3,16,2,3000,3.16.2.6,2705,,,,,,,7,7,,6.5,6,6,1,y,0,0,0,0
3,18,2,3000,3.18.2.6,2707,,,,,,,7,8,,7,3,3,1,y,0,0,0,0
3,19,2,3000,3.19.2.6,2708,,,,,,,5,6,,4,5,5,1,n,0,0,0,0
3,21,2,3000,3.21.2.6,2710,,,,,,,7,8,,6,6,6,1,n,0,0,0,0
3,22,2,3000,3.22.2.6,2711,,,,,,,6,6,,6,5,5,1,n,0,0,0,0
3,24,2,3000,3.24.2.6,2713,,,,,,,5,7,,5,6,6,1,n,0,0,0,0
3,26,2,3000,3.26.2.6,2715,,,,,,,4,5,,4,5,5,1,y,0,0,0,0
3,27,2,3000,3.27.2.6,2716,,,,,,,9,6,,10,3,3,1,n,0,0,0,0
3,28,2,3000,3.28.2.6,2717,,,,,,,4.57,,,5,6,6,1,y,0,0,0,0
3,30,2,3000,3.30.2.6,2719,,,,,,,5.5,7,,5,5,5,1,n,0,0,0,0
4,37,2,3000,4.37.2.6,2726,,,,,,,7.5,7,,7.5,5,5,1,n,0,0,0,0
5,41,2,3000,5.41.2.6,2730,,,,,,,5,7,,4,5,5,1,y,0,0,0,0
7,53,2,3000,7.53.2.6,2742,,,,,,,5.5,9,,5.5,5,5,1,y,0,0,0,0
8,61,2,3000,8.61.2.6,2750,,,,,,,6.5,8,,6,4,4,1,n,0,0,0,0
8,63,2,3000,8.63.2.6,2752,,,,,,,6,8,,5.5,4,4,1,n,0,0,0,0
8,69,2,3000,8.69.2.6,2758,,,,,,,6,5,,3.4,5,5,1,y,0,0,0,0
8,81,2,3000,8.81.2.6,2770,,,,,,,6,8,,6.5,5,5,1,n,0,0,0,0
1,4,3,3000,1.4.3.6,2823,,,,,,,7,6,,6,5,5,1,n,0,0,0,0
3,8,3,3000,3.8.3.6,2827,,,,,,,5,8,,4,6,6,1,y,0,0,0,0
3,10,3,3000,3.10.3.6,2829,,,,,,,8,6,,5.5,6,6,1,n,0,0,0,0
3,12,3,3000,3.12.3.6,2831,,,,,,,5.5,6,,6,5,5,1,n,0,0,0,0
3,14,3,3000,3.14.3.6,2833,,,,,,,7,8,,6,6,6,1,y,0,0,0,0
3,18,3,3000,3.18.3.6,2837,,,,,,,6.6,8,,5,7,7,1,n,0,0,0,0
3,21,3,3000,3.21.3.6,2840,,,,,,,4,5,,5.5,4,4,1,n,0,0,0,0
3,27,3,3000,3.27.3.6,2846,,,,,,,7,7,,9,5,5,1,n,0,0,0,0
3,29,3,3000,3.29.3.6,2848,,,,,,,4,4,,5,1,1,1,n,0,0,0,0
3,30,3,3000,3.30.3.6,2849,,,,,,,6,8,,4,4,4,1,y,0,0,0,0
4,34,3,3000,4.34.3.6,2853,,,,,,,7,7,,5.5,5,5,1,n,0,0,0,0
5,42,3,3000,,2861,,,,,,,4,,,3,3,3,1,y,0,0,0,0
8,60,3,3000,8.60.3.6,2879,,,,,,,5,8,,5,6,6,1,y,0,0,0,0
8,66,3,3000,8.66.3.6,2885,,,,,,,6,6,,6,4,2,0.5,n,0,0,0,0
8,70,3,3000,8.70.3.6,2889,,,,,,,5,5,,5.5,5,5,1,y,0,0,0,0
8,75,3,3000,8.75.3.6,2894,,,,,,,5,6,,5,4,4,1,n,0,0,0,0
8,76,3,3000,8.76.3.6,2895,,,,,,,5,6,,2.5,6,6,1,n,0,0,0,0
8,78,3,3000,8.78.3.6,2897,,,,,,,5,7,,3.5,4,4,1,y,0,0,0,0
8,80,3,3000,8.80.3.6,2899,,,,,,,9,8,,5.5,8,8,1,y,0,0,0,0
8,82,3,3000,8.82.3.6,2901,,,,,,,8,6,,7,5,5,1,n,0,0,0,0
3,10,4,3000,3.10.4.6,2957,,,,,,,6,7,,5,5,5,1,n,0,0,0,0
3,18,4,3000,3.18.4.6,2965,,,,,,,6,8,,5,6,6,1,y,0,0,0,0
3,19,4,3000,3.19.4.6,2966,,,,,,,7,9,,6,3,3,1,y,0,0,0,0
3,24,4,3000,3.24.4.6,2971,,,,,,,6,7,,4.7,5,5,1,y,0,0,0,0
4,33,4,3000,4.33.4.6,2980,,,,,,,6,6,,6.5,6,6,1,n,0,0,0,0
4,34,4,3000,4.34.4.6,2981,,,,,,,7,5,,7,4,3,0.75,n,0,0,0,0
5,43,4,3000,5.43.4.6,2990,,,,,,,5,7,,4,4,4,1,y,0,0,0,0
8,60,4,3000,8.60.4.6,3005,,,,,,,6,6,,6,5,5,1,n,0,0,0,0
8,65,4,3000,8.65.4.6,3010,,,,,,,7,8,,6,4,4,1,y,0,0,0,0
8,66,4,3000,8.66.4.6,3011,,,,,,,8,,,7,5,5,1,y,0,0,0,0
8,70,4,3000,8.70.4.6,3015,,,,,,,6,6,,4.5,5,5,1,n,0,0,0,0
8,80,4,3000,8.80.4.6,3025,,,,,,,2,4,,,,,,n,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
